nn,chapter,article,paragraph,name,summ
,,1,,Александровская Военно-Юридическая Академія:,78921
,,,а, личный составъ,71021
,,,б, учебная часть,2750
,,,в, канцелярскіе и хозяйственные расходы,5150
,,,,Тюремная часть.,None
508,4,,,Единовременные расходы на организацію работъ заключенныхъ въ дисциплинарныхъ частяхъ,20000
,,,,Канцелярія Военнаго Министерства.,1075341
,,,,Оборона государства.,None
,,,,Общіе расходы по управленiю.,None
509,1,,,Содержаніе центральныхъ учрежденій.,661579
,,1,,Военный Министръ и его Помощникъ,32285
,,2,,Военный Совѣтъ:,247189
,,,а, личный составъ,246889
,,,б, канцелярскіе и хозяйственные расходы,300
,,3,,"Лица, состоящія при Военномъ Министрѣ и его Помощникѣ:",37034
,,,а, личный составъ,35705
,,,б, канцелярскіе и хозяйственные расходы,1329
,,4,,Канцелярія Военнаго Министерства:,235006
,,,а, личный составъ,223776
,,,б, канцелярскіе и хозяйственные расходы,11230
,,5,,Содержаніе дома Военнаго Министерства:,42821
,,,а, личный составъ,8643
,,,б, отопленіе,12920
,,,в, освѣщеніе,6870
,,,г,ремонтъ и другіе хозяйственные расходы,14388
,,6,,Временная при Военномъ Совѣтѣ коммисія для окончанія дѣлъ и счетовъ за время русско-японской войны:,67244
,,,а, личный составъ,40019
,,,б, канцелярскіе и хозяйственные расходы,27225
510,2,,,Разные расходы администраціи.,320662
,,1,,Пріобрѣтеніе брилліантовыхъ орденскихъ знаковъ и подарковъ,20000
,,2,,Награды и пособія чинамъ военнаго вѣдомства,299462
